duration,protocol_type,service,flag,src_bytes,hot,logged_in,num_compromised,root_shell,num_file_creations,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_srv_rerror_rate,connection_type
0.0,tcp,http,SF,222.0,0.0,1,0.0,0.0,0.0,0.0,0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,38.0,129.0,1.0,0.0,0.03,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,256.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,139.0,1.0,0.0,0.25,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,241.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,149.0,1.0,0.0,0.07,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,260.0,0.0,1,0.0,0.0,0.0,0.0,0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,24.0,159.0,1.0,0.0,0.04,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,241.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,34.0,169.0,1.0,0.0,0.03,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,257.0,0.0,1,0.0,0.0,0.0,0.0,0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,44.0,179.0,1.0,0.0,0.02,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,233.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,8.0,0.0,0.0,1.0,0.0,0.25,54.0,189.0,1.0,0.0,0.02,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,233.0,0.0,1,0.0,0.0,0.0,0.0,0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,64.0,199.0,1.0,0.0,0.02,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,256.0,0.0,1,0.0,0.0,0.0,0.0,0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,74.0,209.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,234.0,0.0,1,0.0,0.0,0.0,0.0,0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,84.0,219.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,241.0,0.0,1,0.0,0.0,0.0,0.0,0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,94.0,229.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,239.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,239.0,1.0,0.0,0.33,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,245.0,0.0,1,0.0,0.0,0.0,0.0,0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,13.0,249.0,1.0,0.0,0.08,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,248.0,0.0,1,0.0,0.0,0.0,0.0,0,23.0,23.0,0.0,0.0,1.0,0.0,0.0,23.0,255.0,1.0,0.0,0.04,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,354.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,255.0,1.0,0.0,0.2,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,193.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,255.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,214.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,11.0,255.0,1.0,0.0,0.09,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,212.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,10.0,0.0,0.0,1.0,0.0,0.2,21.0,255.0,1.0,0.0,0.05,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,215.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,31.0,255.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,217.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,41.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,205.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,25.0,0.0,0.0,1.0,0.0,0.12,2.0,255.0,1.0,0.0,0.5,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,155.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,13.0,0.0,0.0,1.0,0.0,0.15,12.0,255.0,1.0,0.0,0.08,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,202.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,22.0,255.0,1.0,0.0,0.05,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,235.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,255.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,259.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,42.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,301.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,52.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,322.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,62.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,370.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,72.0,255.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,370.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,82.0,255.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,172.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,255.0,1.0,0.0,0.1,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,264.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,13.0,0.0,0.0,1.0,0.0,0.23,20.0,255.0,1.0,0.0,0.05,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,255.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,14.0,0.0,0.0,1.0,0.0,0.14,30.0,255.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,274.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,40.0,255.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,313.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,255.0,1.0,0.0,0.33,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,145.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,13.0,255.0,1.0,0.0,0.08,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,290.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,255.0,1.0,0.0,0.04,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,309.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,255.0,1.0,0.0,0.5,0.06,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,317.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,255.0,1.0,0.0,0.12,0.06,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,300.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,5.0,0.0,0.0,1.0,0.0,0.4,18.0,255.0,1.0,0.0,0.06,0.06,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,307.0,0.0,1,0.0,0.0,0.0,0.0,0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,8.0,255.0,1.0,0.0,0.12,0.06,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,309.0,0.0,1,0.0,0.0,0.0,0.0,0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,18.0,255.0,1.0,0.0,0.06,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,306.0,0.0,1,0.0,0.0,0.0,0.0,0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,28.0,255.0,1.0,0.0,0.04,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,237.0,0.0,1,0.0,0.0,0.0,0.0,0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,255.0,1.0,0.0,0.1,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,237.0,0.0,1,0.0,0.0,0.0,0.0,0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,20.0,255.0,1.0,0.0,0.05,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,239.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,30.0,255.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,160.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,255.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,231.0,0.0,1,0.0,0.0,0.0,0.0,0,9.0,10.0,0.0,0.0,1.0,0.0,0.2,11.0,255.0,1.0,0.0,0.09,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,227.0,0.0,1,0.0,0.0,0.0,0.0,0,19.0,20.0,0.0,0.0,1.0,0.0,0.1,21.0,255.0,1.0,0.0,0.05,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,232.0,0.0,1,0.0,0.0,0.0,0.0,0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,31.0,255.0,1.0,0.0,0.03,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,233.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,41.0,255.0,1.0,0.0,0.02,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,236.0,0.0,1,0.0,0.0,0.0,0.0,0,16.0,17.0,0.0,0.0,1.0,0.0,0.12,51.0,255.0,1.0,0.0,0.02,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,322.0,0.0,1,0.0,0.0,0.0,0.0,0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,61.0,255.0,1.0,0.0,0.02,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,327.0,0.0,1,0.0,0.0,0.0,0.0,0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,71.0,255.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,225.0,0.0,1,0.0,0.0,0.0,0.0,0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,81.0,255.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,224.0,0.0,1,0.0,0.0,0.0,0.0,0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,91.0,255.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,224.0,0.0,1,0.0,0.0,0.0,0.0,0,9.0,10.0,0.0,0.0,1.0,0.0,0.2,101.0,255.0,1.0,0.0,0.02,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,230.0,0.0,1,0.0,0.0,0.0,0.0,0,19.0,20.0,0.0,0.0,1.0,0.0,0.1,111.0,255.0,1.0,0.0,0.02,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,239.0,0.0,1,0.0,0.0,0.0,0.0,0,10.0,20.0,0.0,0.0,1.0,0.0,0.2,121.0,255.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,240.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,34.0,0.0,0.0,1.0,0.0,0.06,131.0,255.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,237.0,0.0,1,0.0,0.0,0.0,0.0,0,16.0,33.0,0.0,0.0,1.0,0.0,0.06,141.0,255.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,229.0,0.0,1,0.0,0.0,0.0,0.0,0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,151.0,255.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,164.0,0.0,1,0.0,0.0,0.0,0.0,0,17.0,18.0,0.0,0.0,1.0,0.0,0.11,161.0,255.0,1.0,0.0,0.01,0.02,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,242.0,0.0,1,0.0,0.0,0.0,0.0,0,27.0,28.0,0.0,0.0,1.0,0.0,0.07,171.0,255.0,1.0,0.0,0.01,0.02,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,238.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,10.0,0.0,0.0,1.0,0.0,0.2,181.0,255.0,1.0,0.0,0.01,0.02,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,238.0,0.0,1,0.0,0.0,0.0,0.0,0,14.0,20.0,0.0,0.0,1.0,0.0,0.1,191.0,255.0,1.0,0.0,0.01,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,208.0,0.0,1,0.0,0.0,0.0,0.0,0,5.0,19.0,0.0,0.0,1.0,0.0,0.16,201.0,255.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,213.0,0.0,1,0.0,0.0,0.0,0.0,0,15.0,34.0,0.0,0.0,1.0,0.0,0.12,211.0,255.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,297.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,221.0,255.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,302.0,0.0,1,0.0,0.0,0.0,0.0,0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,231.0,255.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,310.0,0.0,1,0.0,0.0,0.0,0.0,0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,241.0,255.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,314.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,9.0,0.0,0.0,1.0,0.0,0.22,251.0,255.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,309.0,0.0,1,0.0,0.0,0.0,0.0,0,13.0,19.0,0.0,0.0,1.0,0.0,0.11,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,307.0,0.0,1,0.0,0.0,0.0,0.0,0,9.0,14.0,0.0,0.0,1.0,0.0,0.14,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,310.0,0.0,1,0.0,0.0,0.0,0.0,0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,187.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,201.0,0.0,1,0.0,0.0,0.0,0.0,0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,155.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,222.0,0.0,1,0.0,0.0,0.0,0.0,0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,219.0,0.0,1,0.0,0.0,0.0,0.0,0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,220.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,7.0,0.0,0.0,1.0,0.0,0.29,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,230.0,0.0,1,0.0,0.0,0.0,0.0,0,14.0,18.0,0.0,0.0,1.0,0.0,0.11,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,221.0,0.0,1,0.0,0.0,0.0,0.0,0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,329.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,11.0,0.0,0.0,1.0,0.0,0.18,2.0,255.0,1.0,0.0,0.5,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,337.0,0.0,1,0.0,0.0,0.0,0.0,0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,12.0,255.0,1.0,0.0,0.08,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,293.0,0.0,1,0.0,0.0,0.0,0.0,0,22.0,22.0,0.0,0.0,1.0,0.0,0.0,22.0,255.0,1.0,0.0,0.05,0.01,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,171.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,26.0,0.0,0.0,1.0,0.0,0.08,6.0,255.0,1.0,0.0,0.17,0.02,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,178.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,16.0,255.0,1.0,0.0,0.06,0.02,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,331.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,26.0,255.0,1.0,0.0,0.04,0.02,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,314.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,23.0,0.0,0.0,1.0,0.0,0.09,4.0,255.0,1.0,0.0,0.25,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,330.0,0.0,1,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,255.0,1.0,0.0,0.07,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,341.0,0.0,1,0.0,0.0,0.0,0.0,0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,24.0,255.0,1.0,0.0,0.04,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,302.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,34.0,255.0,1.0,0.0,0.03,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,172.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,34.0,0.0,0.0,1.0,0.0,0.06,10.0,255.0,1.0,0.0,0.1,0.03,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,218.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,255.0,1.0,0.0,0.5,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,223.0,0.0,1,0.0,0.0,0.0,0.0,0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,255.0,1.0,0.0,0.2,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,232.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,255.0,1.0,0.0,0.25,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,220.0,0.0,1,0.0,0.0,0.0,0.0,0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,14.0,255.0,1.0,0.0,0.07,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,228.0,0.0,1,0.0,0.0,0.0,0.0,0,10.0,29.0,0.0,0.0,1.0,0.0,0.07,24.0,255.0,1.0,0.0,0.04,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,232.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,34.0,255.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,229.0,0.0,1,0.0,0.0,0.0,0.0,0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,44.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,204.0,0.0,1,0.0,0.0,0.0,0.0,0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,54.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,212.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,64.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,224.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,74.0,255.0,1.0,0.0,0.01,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,215.0,0.0,1,0.0,0.0,0.0,0.0,0,10.0,14.0,0.0,0.0,1.0,0.0,0.14,84.0,255.0,1.0,0.0,0.01,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,267.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,8.0,0.0,0.0,1.0,0.0,0.25,3.0,255.0,1.0,0.0,0.33,0.06,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,284.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0,255.0,1.0,0.0,0.08,0.06,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,307.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,23.0,255.0,1.0,0.0,0.04,0.06,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,212.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,33.0,255.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,267.0,0.0,1,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,43.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,156.0,0.0,1,0.0,0.0,0.0,0.0,0,3.0,17.0,0.0,0.0,1.0,0.0,0.12,53.0,255.0,1.0,0.0,0.02,0.05,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,218.0,0.0,1,0.0,0.0,0.0,0.0,0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,63.0,255.0,1.0,0.0,0.02,0.04,0.0,0.0,0.0,normal.
0.0,tcp,http,SF,298.0,0.0,1,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,73.0,255.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,normal.
